stock_code,stock_name,total_appearances,first_appear_date,last_appear_date,days_since_last,avg_net_buy_ratio,max_net_buy_ratio,positive_net_ratio,total_net_amount,avg_net_amount,total_buy_amount,avg_net_buy_rank,best_net_buy_rank,three_day_ratio,avg_change_pct,max_change_pct,last_market_cap,last_close_price,main_themes,limit_up_list_ratio,last_list_reason,avg_gap_days,max_gap_days,recent_gap_days,recent_30d_count,dragon_score,score_fund,score_persist,score_pattern,score_cap,score_decay,current_stage
600719.SH,大连热电,9,2024-05-24,2026-05-12,3,0.37652900198515427,0.707038981311893,1.0,329744332.63000005,32974433.263000004,814242426.9800001,16.5,3.0,0.2,9.64841158035949,10.064516129032253,4296847800.0,10.62,热电联产+新能源注入预期+业绩增长+大连国资,0.8,日换手率达20%的证券;日涨幅偏离值达7%的证券;日振幅值达15%的证券,89.8,568,6,3,51.4,16.5,14.4,14.0,6.5,0.0,🟢 二次启动信号
603773.SH,沃格光电,4,2024-03-12,2026-04-20,25,0.4973422591926694,0.6281712662221778,1.0,259822338.82,64955584.705,585803825.08,9.0,3.0,0.6,10.00618011218766,10.018,13072885900.0,58.19,玻璃基板+CPO+商业航天,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",256.3,690,10,1,51.4,19.1,14.8,15.0,2.5,0.0,🟡 洗盘观察期
000070.SZ,特发信息,12,2024-01-22,2026-04-16,29,0.37866840128032714,0.8480618668029412,1.0,2359908866.9,196659072.24166667,6603452220.520001,15.166666666666666,1.0,0.42,8.871393194939346,10.014,18457860000.0,20.77,光纤光缆+CPO+算力租赁+深圳国资,0.9166666666666666,日涨幅偏离值达7%的证券,74.1,714,3,1,51.3,18.8,16.2,14.6,1.7,0.0,🟡 洗盘观察期
600815.SH,厦工股份,5,2024-04-11,2026-04-27,18,0.48077351526335577,0.8113761885806662,1.0,192561310.09,38512262.018,513447816.68999994,11.8,1.0,0.4,9.30873599469733,10.122,7575383400.0,4.27,工程装备+雅鲁藏布江水电+厦门国资,1.0,日涨幅偏离值达7%的证券,186.5,475,35,1,51.3,17.7,14.3,15.0,4.2,0.0,🟡 洗盘观察期
001259.SZ,利仁科技,3,2024-04-23,2026-05-14,1,0.3758997980851778,0.514671250707976,1.0,90490780.0,22622695.0,241631622.0,16.0,11.0,0.75,9.998789932236207,10.0,2614947400.0,55.0,股份转让+小家电+露营经济,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",375.5,749,2,2,51.3,13.0,14.8,15.0,8.5,0.0,🔵 持续活跃
603327.SH,福蓉科技,3,2024-03-04,2024-03-19,787,0.3845674475804656,0.5515299169706012,1.0,122762985.24000001,40920995.080000006,364538278.37,14.666666666666666,6.0,0.67,10.017999999999999,10.033,13086193900.0,19.31,AI手机+供货三星S24系列手机+新能源汽车+国企改革,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",7.5,11,11,0,51.2,14.4,14.3,30.0,2.5,-10.0,⚫ 已冷却
603269.SH,海鸥股份,3,2025-01-07,2026-05-12,3,0.43248815560407766,0.6712822458019437,1.0,109290908.46000001,36430302.82,260303719.0,14.0,6.0,1.0,10.002932367045984,10.021551724137948,6304711100.0,20.42,液冷服务器+核电冷却塔+订单高增,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",245.0,488,488,1,51.2,14.9,16.3,15.0,5.0,0.0,🟢 二次启动信号
603178.SH,圣龙股份,4,2025-03-05,2026-04-21,24,0.38552642036313683,0.5772805548938609,1.0,158081048.07,39520262.0175,452662174.69,17.75,9.0,0.75,10.001735124116285,10.02087682672233,4983562500.0,21.08,机器人关节+低空经济+新能源电驱,1.0,日涨幅偏离值达7%的证券;日振幅值达15%的证券,137.3,362,1,2,51.1,14.4,15.7,15.0,5.9,0.0,🟡 洗盘观察期
601908.SH,京运通,7,2024-12-24,2026-04-13,32,0.44738865841072284,0.8290939980182032,1.0,805085773.25,100635721.65625,1463045551.98,14.625,1.0,0.38,10.030407842978018,10.13986014,11034735100.0,4.57,硅片+绿色电力+光伏设备,0.875,日涨幅偏离值达7%的证券,79.2,315,13,0,51.1,19.3,15.1,14.4,3.0,-0.7,⚫ 已冷却
600979.SH,广安爱众,9,2024-03-05,2026-04-21,24,0.35078529117954277,0.5966603193829254,1.0,586017881.0,58601788.1,1682695429.45,20.5,6.0,0.4,10.049428477812402,10.164,6555622100.0,5.32,电力+液冷服务器+分布式光伏+国企改革,0.9,"连续三个交易日内,涨幅偏离值累计达20%的证券",97.1,440,54,1,51.1,16.1,15.6,14.5,4.8,0.0,🟡 洗盘观察期
600769.SH,祥龙电业,5,2023-12-26,2026-05-13,2,0.38605498794461474,0.6571654619590614,1.0,325164086.81,54194014.468333334,866068747.81,13.333333333333334,3.0,0.5,9.309215870286698,10.042,8249498400.0,22.0,武汉新城+供水+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",217.2,407,63,1,51.1,17.2,14.9,15.0,3.9,0.0,🟢 二次启动信号
002207.SZ,准油股份,7,2024-04-03,2026-04-08,37,0.3631926756729234,0.7562533014699927,1.0,244284174.49,34897739.21285714,689875027.61,17.857142857142858,3.0,0.57,4.5828525045211235,10.01642036,2047373400.0,7.85,油气服务+新疆国资,0.5714285714285714,"连续三个交易日内,跌幅偏离值累计达20%的证券",122.5,561,33,0,51.0,15.2,16.2,12.9,9.0,-2.3,⚫ 已冷却
000601.SZ,韶能股份,8,2025-03-24,2026-05-13,2,0.3508839929635632,0.7505434747518218,1.0,740248309.28,82249812.14222223,2187809572.19,19.22222222222222,2.0,0.56,9.282784999665962,10.035842294,9341604900.0,8.9,算电协同+储能+绿电直供,0.8888888888888888,"连续三个交易日内,涨幅偏离值累计达20%的证券",59.3,328,50,1,51.0,16.7,16.4,14.4,3.5,0.0,🟢 二次启动信号
600619.SH,海立股份,6,2024-09-18,2024-11-11,550,0.37338349105684876,0.8086804628450045,1.0,353467140.13,58911190.02166667,1117512000.42,14.833333333333334,1.0,0.33,8.492691406666665,10.042,15617769000.0,19.79,光刻机+上海电气控股+空调压缩机+上海国资,0.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",10.8,25,4,0,50.9,17.0,14.4,27.5,2.1,-10.0,⚫ 已冷却
002865.SZ,钧达股份,7,2024-05-22,2026-05-11,4,0.40728162520053157,0.6379582304870612,1.0,1574353120.71,196794140.08875,4412492739.68,16.875,5.0,0.5,7.932143211719596,10.004100041,23734241000.0,106.18,太空光伏+TOPCon电池+外销,1.0,日涨幅偏离值达7%的证券,119.8,556,556,1,50.8,18.7,15.8,15.0,1.3,0.0,🔵 持续活跃
002829.SZ,星网宇达,14,2024-07-11,2024-08-22,631,0.28299086757778436,0.5918959916649909,1.0,469282479.43999994,31285498.62933333,1575654983.08,18.333333333333332,7.0,0.2,4.975733333333334,10.028,2868511400.0,20.0,恢复参加军队采购资格+无人驾驶+低空经济+卫星导航,0.4666666666666667,日换手率达20%的证券,3.2,8,8,0,50.8,15.3,15.0,22.3,8.2,-10.0,⚫ 已冷却
603190.SH,亚通精工,2,2024-03-15,2026-05-06,9,0.5815186527753976,0.751563925375279,1.0,137255886.92000002,45751962.30666667,227756479.55,11.0,1.0,0.33,6.215122484998237,10.011,1148769360.0,27.94,一体化压铸+矿用辅助运输设备+理想汽车,0.3333333333333333,日换手率达20%的证券,782.0,782,782,1,50.7,18.4,11.0,11.7,9.7,0.0,🟡 洗盘观察期
600345.SH,长江通信,3,2024-06-17,2026-04-10,35,0.7246317924840424,0.8618730562383359,1.0,246310618.12,82103539.37333333,385684180.40999997,4.666666666666667,1.0,0.25,10.0100501132178,10.016,11500363400.0,54.36,参股长飞光纤+商业航天+央企,1.0,日涨幅偏离值达7%的证券,331.0,592,70,0,50.7,22.8,11.8,15.0,2.8,-1.7,⚫ 已冷却
002405.SZ,四维图新,3,2024-08-09,2024-09-23,599,0.5046880039548997,0.6774621767434432,1.0,196606547.29999998,65535515.76666666,366611163.65,8.0,3.0,0.0,10.06,10.076,17639209000.0,7.55,无人驾驶+国产替代+滴滴智慧交通6.7亿元增资四维智联,1.0,日涨幅偏离值达7%的证券,22.5,28,28,0,50.7,18.7,10.3,30.0,1.8,-10.0,⚫ 已冷却
002692.SZ,远程股份,2,2025-01-09,2025-01-21,479,0.5375716134822244,0.5978654214103469,1.0,77664589.0,38832294.5,136860020.0,10.0,6.0,1.0,10.031698755499999,10.117647059,4364619000.0,6.08,拟投资半导体公司+数据中心（电缆）+核电+国企改革,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",12.0,12,12,0,50.7,16.2,15.0,23.0,6.5,-10.0,⚫ 已冷却
002989.SZ,中天精装,3,2024-09-05,2026-04-30,15,0.48349237587012794,0.6861846033343757,1.0,149198182.43,49732727.47666667,259241971.26,10.333333333333334,2.0,0.67,7.423610796666668,10.01883239,5355261823.11,29.21,半导体转型+FCBGA载板+国资背景,0.6666666666666666,"连续三个交易日内,涨幅偏离值累计达20%的证券",301.0,598,598,1,50.6,17.2,14.3,13.3,5.7,0.0,🟡 洗盘观察期
002560.SZ,通达股份,9,2024-02-05,2026-05-12,3,0.3936847323310853,0.628963427141289,1.0,872242160.71,96915795.63444445,2290808932.54,15.11111111111111,2.0,0.22,7.361155037323319,10.04842615,7473444000.0,16.5,特高压线缆+航空零部件+券商上调评级,0.6666666666666666,日换手率达20%的证券;日涨幅偏离值达7%的证券,103.4,465,15,2,50.6,18.5,14.5,13.3,4.3,0.0,🟢 二次启动信号
002467.SZ,二六三,9,2024-02-20,2026-04-13,32,0.4180778843377891,0.8120542108856675,1.0,780002099.5899999,86666899.95444444,2365217865.7599998,18.444444444444443,2.0,0.44,9.476620227974035,10.069930069930065,10757376700.0,7.87,云网融合基础设施+商业航天+数据中心+AI数字人,0.8888888888888888,日涨幅偏离值达7%的证券,97.9,437,28,0,50.6,17.9,15.8,14.4,3.0,-0.7,⚫ 已冷却
002902.SZ,铭普光磁,12,2024-02-01,2026-05-13,2,0.3644196181233841,0.7051269955291544,1.0,934670868.3300002,77889239.02750002,2670327442.66,16.166666666666668,1.0,0.25,6.38387934347931,10.019267822736037,7096400200.0,39.95,AI算力+800G光模块+磁性元器件+新能源车载,0.5833333333333334,日换手率达20%的证券,75.6,639,15,2,50.5,17.8,15.2,12.9,4.5,0.0,🟢 二次启动信号
603933.SH,睿能科技,6,2024-02-20,2026-04-29,16,0.47208492259423335,0.777734038948317,1.0,155907186.22,25984531.036666665,318075510.5,21.666666666666668,2.0,0.5,10.006940110323091,10.032,4829562300.0,23.27,业绩大增+IC分销+人形机器人+拟收购博泰智能,0.8333333333333334,日涨幅偏离值达7%的证券,159.8,763,763,1,50.5,14.8,15.4,14.2,6.1,0.0,🟡 洗盘观察期
600103.SH,青山纸业,5,2026-04-10,2026-04-23,22,0.2500998460075125,0.3650149027865482,1.0,334778268.65999997,83694567.16499999,1381587756.17,23.25,14.0,0.2,5.860239269410578,10.140845070422545,11371371300.0,5.14,光模块+林浆纸+福建国资,0.25,日换手率达20%的证券,3.2,10,1,4,50.4,13.1,13.1,21.2,2.9,0.0,🟡 洗盘观察期
600110.SH,诺德股份,4,2025-06-04,2026-04-24,21,0.5508353641932687,0.6209226517921431,1.0,884111627.3100001,221027906.82750002,1685731261.0100002,6.75,3.0,0.25,8.851577592493433,10.122699387,16935366000.0,9.76,固态电池铜箔+HVLP铜箔+高端锂电铜箔,0.75,日振幅值达15%的证券,108.0,266,28,1,50.4,22.1,12.7,13.8,1.8,0.0,🟡 洗盘观察期
603757.SH,大元泵业,3,2026-03-12,2026-04-09,36,0.2058181636876161,0.3755155709509745,1.0,229927696.01,76642565.33666666,908855706.5799999,23.666666666666668,13.0,0.67,5.063713482571309,9.991876523151896,10103399500.0,54.16,液冷+储能+算力+泵业龙头,0.6666666666666666,"连续三个交易日内,涨幅偏离值累计达20%的证券",14.0,14,14,0,50.4,11.5,14.3,23.3,3.2,-2.0,⚫ 已冷却
002962.SZ,五方光电,8,2023-12-25,2026-04-10,35,0.32912343151789675,0.5904700830639612,1.0,506064850.48,56229427.83111111,1510750313.85,18.555555555555557,3.0,0.3,9.261742667961547,10.022396417,3537301500.0,16.91,玻璃晶圆+微棱镜量产+AR/VR拓展,0.7777777777777778,日换手率达20%的证券,119.6,501,501,0,50.4,16.0,14.8,13.9,7.3,-1.7,⚫ 已冷却
002210.SZ,飞马国际,1,2026-04-28,2026-04-28,17,0.5511918543709575,0.5511918543709575,1.0,121368419.65,121368419.65,220192694.59,5.0,5.0,1.0,9.854014598540129,9.854014598540129,7992356200.0,3.01,一季度扭亏+固废处理+黄金供应链,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,1,50.3,18.2,13.1,15.0,4.0,0.0,🔴 首次上榜
603629.SH,利通电子,9,2025-03-13,2026-04-29,16,0.3596386181065992,0.6330537668072822,1.0,1730984598.74,192331622.08222222,6605453048.66,18.444444444444443,1.0,0.78,8.026438215131948,10.004189359028068,33722099000.0,131.29,算力租赁+业绩暴增+高送转,0.7777777777777778,"连续三个交易日内,涨幅偏离值累计达20%的证券",51.5,326,9,2,50.3,17.6,17.9,13.9,0.9,0.0,🟡 洗盘观察期
002676.SZ,顺威股份,3,2024-03-28,2024-10-23,569,0.7845437067911384,0.847556003588526,1.0,264458052.82,88152684.27333333,336935634.62,1.3333333333333333,1.0,0.67,9.973785951000002,10.024,3981469800.0,5.53,股权交割及付款完成+家电零部件+广东国资,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",104.5,161,161,0,50.2,24.0,14.3,15.0,6.9,-10.0,⚫ 已冷却
603798.SH,康普顿,4,2024-01-10,2026-04-14,31,0.43415765258529426,0.7461481236163826,1.0,155783624.56,38945906.14,344092297.48,14.0,1.0,0.5,5.825544372392852,10.060606061,4287838100.0,16.72,液冷+润滑油+氢能源+燃料电池,0.75,日跌幅偏离值达7%的证券,275.0,473,473,0,50.2,16.0,14.2,13.8,6.6,-0.3,⚫ 已冷却
603363.SH,傲农生物,6,2024-02-20,2026-05-15,0,0.39878132375742886,0.6704509198545263,1.0,181976456.5,30329409.416666668,468249869.45000005,16.0,4.0,0.5,10.033315513626833,10.14,7500941200.0,3.5,生猪销量大增+产业链一体化,1.0,日涨幅偏离值达7%的证券,163.0,787,787,1,50.2,15.5,15.4,15.0,4.3,0.0,🟢 二次启动信号
002364.SZ,中恒电气,13,2024-12-24,2026-04-15,30,0.41048562637734076,0.7006903641858705,1.0,1823193542.22,140245657.09384614,4919531396.08,15.538461538461538,2.0,0.29,8.319801507116406,10.02073255,24221703000.0,43.4,宁德时代入股+HVDC+数据中心电源,0.8461538461538461,"连续三个交易日内,涨幅偏离值累计达20%的证券",39.8,323,1,1,50.1,19.1,15.5,14.2,1.2,0.0,🟡 洗盘观察期
603963.SH,大理药业,10,2024-02-22,2024-04-17,758,0.28926262722418283,0.758825385768871,1.0,100832146.82000001,9166558.801818183,355837400.73,19.545454545454547,1.0,0.45,8.620272727272727,10.075,1794949000.0,8.17,中药注射剂,0.7272727272727273,日振幅值达15%的证券,6.1,15,7,0,50.1,11.2,16.1,23.6,9.2,-10.0,⚫ 已冷却
603778.SH,国晟科技,13,2023-12-28,2026-05-12,3,0.4482466840795694,0.8366193469855063,1.0,605674761.12,46590366.24,1629849886.08,11.076923076923077,1.0,0.15,8.474933110023063,10.141,16000714000.0,24.89,固态电池+异质结光伏+光伏治沙,0.7692307692307693,日振幅值达15%的证券,72.2,358,56,1,50.1,19.7,14.7,13.8,2.0,0.0,🟢 二次启动信号
000767.SZ,晋控电力,3,2024-05-28,2026-05-13,2,0.4367226971062756,0.6279855867035146,1.0,366947135.76,122315711.92,1064257093.2099999,12.666666666666666,5.0,0.67,10.002591304199761,10.107526881720425,14910702000.0,5.12,绿色电力+火电盈利修复+山西国资,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",357.5,667,48,1,50.0,18.5,14.3,15.0,2.2,0.0,🟢 二次启动信号
603496.SH,恒为科技,3,2025-02-07,2025-03-06,435,0.3507495376570154,0.5851297440682868,1.0,641775701.97,160443925.4925,1656205372.83,19.25,8.0,0.5,8.5681454355,10.0,11972623600.0,37.39,算力一体机+华为昇腾+算力调度,0.5,日换手率达20%的证券,13.5,21,6,0,50.0,16.5,13.3,27.5,2.7,-10.0,⚫ 已冷却
002771.SZ,真视通,7,2023-12-27,2026-04-17,28,0.3958459765791727,0.7266847668142222,1.0,348588618.61,49798374.08714286,949123025.13,18.0,3.0,0.14,6.74833945010576,10.027,3232011400.0,18.52,华为昇腾+算力租赁+虚拟现实,0.42857142857142855,日换手率达20%的证券,140.3,584,584,1,50.0,16.5,13.6,12.1,7.8,0.0,🟡 洗盘观察期
605299.SH,舒华体育,9,2025-02-05,2026-04-30,15,0.44770974491356214,0.8271096393481846,1.0,420381285.71,46709031.74555555,1148834127.13,15.0,1.0,0.33,10.019703302763341,10.062111801,10631705067.54,25.98,一季报增长+体育产业+健身器材,0.6666666666666666,"连续三个交易日内,涨幅偏离值累计达20%的证券",56.1,344,10,2,50.0,18.4,15.2,13.3,3.1,0.0,🟡 洗盘观察期
002620.SZ,瑞和股份,3,2024-12-30,2025-01-07,493,0.3684159577107087,0.7337737463203162,1.0,52315032.42,17438344.14,159298424.67,16.666666666666668,2.0,0.33,10.02707901,10.059171598,1172133610.0,3.72,建筑装饰+光伏,0.3333333333333333,日振幅值达15%的证券,4.0,7,7,0,50.0,11.4,12.3,26.7,9.7,-10.0,⚫ 已冷却
002796.SZ,世嘉科技,5,2024-04-01,2026-04-17,28,0.45050977486409166,0.7474957173459542,1.0,294315403.46000004,58863080.69200001,799196647.38,13.2,1.0,0.4,9.977284284,10.00217439,12148232600.0,53.35,CPO光模块+精密箱体+移动通信,1.0,日涨幅偏离值达7%的证券,186.5,618,14,1,50.0,18.0,14.3,15.0,2.7,0.0,🟡 洗盘观察期
001266.SZ,宏英智能,6,2024-06-24,2026-04-30,15,0.37641404029552633,0.647073047090391,1.0,173256286.56,24750898.080000002,460475923.1,16.142857142857142,5.0,0.29,7.618375658056341,10.0,2359841796.18,40.59,一季报大增+液冷储能+智能电控,0.42857142857142855,日换手率达20%的证券,135.0,446,1,2,49.9,14.9,14.2,12.1,8.7,0.0,🟡 洗盘观察期
603717.SH,天域生物,6,2024-03-08,2026-05-14,1,0.3415822593333255,0.5042359813469198,1.0,131890611.94000001,18841515.991428573,385059049.06,20.142857142857142,10.0,0.43,4.661610712273491,10.0729927,2387903600.0,8.23,生猪放量+红曲增长+光伏,0.7142857142857143,日涨幅偏离值达7%的证券,159.4,498,14,2,49.9,12.7,15.0,13.6,8.7,0.0,🟢 二次启动信号
002038.SZ,双鹭药业,3,2026-03-31,2026-04-09,36,0.2157908045503402,0.5457502029187057,1.0,126522127.71000001,42174042.57,821826956.0600001,28.666666666666668,7.0,0.67,2.698360997539186,10.038610038610054,6287121400.0,7.38,GLP-1+创新药+硝酸甘油喷雾剂,0.6666666666666666,"连续三个交易日内,跌幅偏离值累计达20%的证券",4.5,7,7,0,49.9,9.3,14.3,23.3,5.0,-2.0,⚫ 已冷却
603928.SH,兴业股份,5,2024-02-20,2025-01-22,478,0.5806222554220517,0.7782218235598768,1.0,148212546.67000002,29642509.334000003,252781092.35999998,5.2,1.0,1.0,10.0009322296,10.036,3144960000.0,12.0,光刻胶+合成树脂+大飞机,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",84.2,257,2,0,49.9,19.1,17.9,15.0,7.9,-10.0,⚫ 已冷却
603578.SH,三星新材,2,2025-04-03,2026-01-27,108,0.6896788344136217,0.7621672539995993,1.0,183467176.38,91733588.19,281703520.71999997,2.0,1.0,1.0,7.399734457363147,9.99306037,2831605400.0,15.7,冷链设备+光伏玻璃,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",299.0,299,299,0,49.9,21.7,15.0,15.0,8.2,-10.0,⚫ 已冷却
605179.SH,一鸣食品,4,2024-11-27,2024-12-06,525,0.3237031044900735,0.5462361027776671,1.0,95720942.31,23930235.5775,293102694.75,18.75,10.0,0.75,10.006862415,10.037174721,9559840000.0,23.84,乳品+电商+冷链物流,0.75,日振幅值达15%的证券,3.0,5,2,0,49.7,11.8,15.7,28.8,3.4,-10.0,⚫ 已冷却
600844.SH,金煤科技,13,2024-01-03,2026-03-27,49,0.5250669986181823,0.9164301069466813,1.0,330931257.53,25456250.579230767,701098814.88,9.23076923076923,1.0,0.15,9.762262420722363,10.222,4105425900.0,4.99,煤化工+草酸扩产+乙二醇涨价,0.9230769230769231,"连续三个交易日内,涨幅偏离值累计达20%的证券",67.8,333,4,0,49.7,20.0,14.7,14.6,6.7,-6.3,⚫ 已冷却
600308.SH,华泰股份,2,2025-04-22,2026-04-21,24,0.6124411855380778,0.8256209835971556,1.0,130104212.25000001,43368070.75000001,205790104.15,10.666666666666666,2.0,0.33,10.126785193574467,10.136986301,6279842500.0,4.14,造纸+化工涨价+光伏,1.0,日涨幅偏离值达7%的证券,364.0,364,364,1,49.7,18.7,11.0,15.0,5.0,0.0,🟡 洗盘观察期
603026.SH,石大胜华,5,2024-01-16,2026-04-14,31,0.34949128235287114,0.4901818026220759,1.0,653127939.26,130625587.852,2193620125.06,17.0,7.0,0.8,10.002277014464187,10.012,22925704000.0,98.52,一季度业绩预盈+锂电池电解液+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",204.8,487,18,0,49.7,17.1,16.7,15.0,1.3,-0.3,⚫ 已冷却
002281.SZ,光迅科技,11,2024-02-19,2026-04-17,28,0.38975851324500477,0.6659415421686552,1.0,5160557337.21,430046444.7675,13208748995.919998,16.083333333333332,1.0,0.33,9.83488904392922,10.009551098,91066340000.0,116.83,CPO+央企重组+3.2T硅光模块,1.0,日涨幅偏离值达7%的证券,78.8,382,8,1,49.7,18.9,15.5,15.0,0.2,0.0,🟡 洗盘观察期
603256.SH,宏和科技,12,2024-03-04,2026-04-13,32,0.4446000262882623,0.7686240138353342,1.0,649782225.37,46413016.09785714,1940740769.39,12.428571428571429,2.0,0.36,9.596666240022548,10.072,78559666000.0,89.3,电子布+AI算力+净利暴增,0.9285714285714286,"连续三个交易日内,涨幅偏离值累计达20%的证券",70.0,441,61,0,49.6,19.5,15.8,14.6,0.3,-0.7,⚫ 已冷却
600539.SH,狮头股份,7,2024-07-03,2026-05-13,2,0.3727771057861288,0.6190161644597659,1.0,111473195.82,15924742.26,461426389.65,17.571428571428573,5.0,0.43,7.973174427746273,10.058479532,4197500000.0,18.25,并购重组+机器视觉+电商服务,0.8571428571428571,日振幅值达15%的证券,113.2,333,47,1,49.5,13.2,15.4,14.3,6.6,0.0,🟢 二次启动信号
